iter	Passed	Remaining
568	9380	7105
569	9394	7087
570	9407	7067
571	9421	7049
572	9435	7031
573	9448	7012
574	9462	6993
575	9478	6976
576	9491	6958
577	9503	6938
578	9518	6920
579	9531	6901
580	9546	6884
581	9560	6866
582	9573	6847
583	9586	6828
584	9601	6811
585	9616	6793
586	9630	6775
587	9645	6758
588	9660	6741
589	9674	6722
590	9687	6704
591	9702	6686
592	9714	6667
593	9729	6650
594	9747	6634
595	9759	6615
596	9775	6599
597	9790	6581
598	9804	6563
599	9817	6545
600	9832	6527
601	9846	6509
602	9861	6492
603	9875	6474
604	9889	6456
605	9902	6438
606	9916	6420
607	9930	6402
608	9945	6385
609	9959	6367
610	9974	6350
611	9988	6332
612	10002	6314
613	10015	6296
614	10030	6279
615	10043	6260
616	10056	6242
617	10071	6225
618	10085	6207
619	10100	6190
620	10113	6172
621	10126	6154
622	10140	6136
623	10154	6118
624	10168	6100
625	10184	6084
626	10197	6066
627	10211	6049
628	10226	6032
629	10241	6014
630	10254	5996
631	10268	5979
632	10282	5961
633	10297	5944
634	10309	5925
635	10325	5909
636	10339	5891
637	10352	5874
638	10364	5855
639	10380	5838
640	10392	5820
641	10405	5802
642	10416	5783
643	10428	5764
644	10440	5746
645	10452	5727
646	10464	5709
647	10476	5691
648	10488	5672
649	10497	5652
650	10508	5633
651	10520	5615
652	10529	5595
653	10539	5575
654	10548	5556
655	10558	5536
656	10567	5517
657	10577	5497
658	10587	5478
659	10597	5459
660	10606	5439
661	10616	5420
662	10626	5401
663	10636	5382
664	10645	5362
665	10654	5343
666	10665	5324
667	10675	5305
668	10685	5286
669	10695	5267
670	10704	5248
671	10713	5229
672	10723	5210
673	10733	5191
674	10744	5173
675	10753	5154
676	10762	5134
677	10771	5115
678	10781	5097
679	10791	5078
680	10801	5059
681	10811	5041
682	10820	5022
683	10830	5003
684	10840	4984
685	10850	4966
686	10860	4948
687	10870	4929
688	10879	4910
689	10889	4892
690	10899	4874
691	10909	4855
692	10919	4837
693	10928	4818
694	10938	4800
695	10948	4782
696	10957	4763
697	10967	4745
698	10978	4727
699	10987	4709
700	10997	4690
701	11007	4672
702	11016	4654
703	11025	4635
704	11035	4617
705	11045	4599
706	11054	4581
707	11066	4563
708	11075	4545
709	11084	4527
710	11093	4509
711	11104	4491
712	11114	4473
713	11124	4455
714	11133	4438
715	11143	4420
716	11153	4402
717	11161	4383
718	11171	4366
719	11181	4348
720	11190	4330
721	11200	4312
722	11210	4294
723	11219	4277
724	11230	4259
725	11239	4241
726	11250	4224
727	11260	4207
728	11270	4189
729	11280	4172
730	11290	4154
731	11300	4137
732	11310	4119
733	11320	4102
734	11330	4085
735	11339	4067
736	11349	4049
737	11358	4032
738	11369	4015
739	11379	3998
740	11389	3980
741	11398	3963
742	11408	3946
743	11418	3928
744	11427	3911
745	11438	3894
746	11449	3877
747	11459	3860
748	11469	3843
749	11478	3826
750	11489	3809
751	11499	3792
752	11508	3775
753	11518	3758
754	11528	3741
755	11538	3724
756	11549	3707
757	11559	3690
758	11569	3673
759	11579	3656
760	11589	3639
761	11598	3622
762	11608	3605
763	11617	3588
764	11627	3571
765	11637	3555
766	11647	3538
767	11657	3521
768	11666	3504
769	11676	3487
770	11686	3471
771	11696	3454
772	11705	3437
773	11716	3420
774	11725	3404
775	11735	3387
776	11745	3370
