iter	Logloss
0	0.6702699459
1	0.6567784875
2	0.6487502012
3	0.6443329725
4	0.6416310082
5	0.6397636228
6	0.6388571846
7	0.6383324629
8	0.638013644
9	0.6377533436
10	0.6376973188
11	0.6374812918
12	0.6376724219
13	0.6375353286
14	0.6374831515
15	0.6374884716
16	0.6374875361
17	0.6373521182
18	0.6373993163
19	0.6373993163
20	0.6374752055
21	0.6375741205
22	0.6376186766
23	0.6375547457
24	0.6374761073
25	0.6373974339
26	0.6374218766
27	0.637413783
28	0.6374391693
29	0.6374627944
30	0.6374627943
31	0.6374627943
32	0.6374627943
33	0.6374627943
34	0.6374627943
35	0.6374627771
36	0.637479776
37	0.6374537859
38	0.637495526
39	0.6374279625
40	0.6374467401
41	0.6374556627
42	0.6374506949
43	0.6374512994
44	0.6374587599
45	0.6374542757
46	0.6374712977
47	0.6374570504
48	0.6374620759
49	0.637460942
50	0.6374603491
51	0.6374657544
52	0.637465812
53	0.6374662726
54	0.6374662783
55	0.6374662726
56	0.6374663531
57	0.6374715339
58	0.6374715397
59	0.637471534
60	0.6374618516
61	0.6374696861
62	0.6374697264
63	0.6374697379
64	0.6374695595
65	0.6374695364
66	0.6374698013
67	0.6374964076
68	0.6374964076
69	0.6374964076
70	0.6374964134
71	0.6374964652
72	0.6374938288
73	0.6374936561
74	0.6374947153
75	0.6374947268
76	0.637494721
77	0.637494721
78	0.6374945253
79	0.6374945253
80	0.6374946347
81	0.6374947153
82	0.6374946405
83	0.6374946405
84	0.6374938864
85	0.6374943124
86	0.6375014217
87	0.637500253
88	0.6374998789
89	0.6374999019
90	0.6374999019
91	0.637500207
92	0.6374999422
93	0.6374999422
94	0.6374999422
95	0.6374999422
96	0.6374999076
97	0.6374999076
98	0.6374999076
99	0.6374998961
100	0.6374998961
101	0.6374998904
102	0.6374998904
103	0.6374998904
104	0.6374998904
105	0.6374998904
106	0.6374999364
107	0.6374999364
108	0.6374999364
109	0.6374999364
110	0.6374999364
111	0.6374999191
112	0.6374999191
113	0.6374999191
114	0.6374998788
115	0.6374998846
116	0.6374998846
117	0.6374998846
118	0.6374998846
119	0.6374998846
120	0.6374998846
121	0.6374998846
122	0.6374998846
123	0.6374998846
124	0.6374998846
125	0.6374998846
126	0.6374998846
127	0.6374998846
128	0.6374998846
129	0.6374998846
130	0.6374998846
131	0.6374998846
132	0.6374998846
133	0.6374998846
134	0.6374998846
135	0.6374998846
136	0.6374998846
137	0.6374998846
138	0.6374998846
139	0.6374998846
140	0.6374998846
141	0.6374998846
142	0.6374998846
143	0.6374998846
144	0.6374998846
145	0.6374998846
146	0.6374998846
147	0.6374998846
148	0.6374998846
149	0.6374998846
150	0.6374998846
151	0.6374998846
152	0.6374998846
153	0.6374998846
154	0.6374998846
155	0.6374998846
156	0.6374998846
157	0.6374998846
158	0.6374998846
159	0.6374998846
160	0.6374998846
161	0.6374998846
162	0.6374998846
163	0.6374998846
164	0.6374998846
165	0.6374998846
166	0.6374998846
167	0.6374998846
168	0.6374998846
169	0.6374998846
170	0.6374998846
171	0.6374998846
172	0.6374998846
173	0.6374998846
174	0.6374998846
175	0.6374998846
176	0.6374998846
177	0.6374998846
178	0.6374998846
179	0.6374998846
180	0.6374998846
181	0.6374998846
182	0.6374998846
183	0.6374998846
184	0.6374998846
185	0.6374998846
186	0.6374998846
187	0.6374998846
188	0.6374998846
189	0.6374998846
190	0.6374998846
191	0.6374998846
192	0.6374998846
193	0.6374998846
194	0.6374998846
195	0.6374998846
196	0.6374998846
197	0.6374998846
198	0.6374998846
199	0.6374998846
200	0.6374998846
201	0.6374998846
202	0.6374998846
203	0.6374998846
204	0.6374998846
205	0.6374998846
206	0.6374998846
207	0.6374998846
208	0.6374998846
209	0.6374998846
210	0.6374998846
211	0.6374998846
212	0.6374998846
213	0.6374998846
214	0.6374998846
215	0.6374998846
216	0.6374998846
217	0.6374998846
218	0.6374998846
219	0.6374998846
220	0.6374998846
221	0.6374998846
222	0.6374998846
223	0.6374998846
224	0.6374998846
225	0.6374998846
226	0.6374998846
227	0.6374998846
228	0.6374998846
229	0.6374998846
230	0.6374998846
231	0.6374998846
232	0.6374998846
233	0.6374998846
234	0.6374998846
235	0.6374998846
236	0.6374998846
237	0.6374998846
238	0.6374998846
239	0.6374998846
240	0.6374998846
241	0.6374998846
242	0.6374998846
243	0.6374998846
244	0.6374998846
245	0.6374998846
246	0.6374998846
247	0.6374998846
248	0.6374998846
249	0.6374998846
