iter	Logloss
0	0.6060976298
1	0.5505592758
2	0.5171979943
3	0.4940186817
4	0.479435982
5	0.4702250842
6	0.4635777924
7	0.4594711284
8	0.4567663171
9	0.4547148029
10	0.4532495393
11	0.4522053527
12	0.4515373624
13	0.4509933433
14	0.4505248141
15	0.4501894345
16	0.4498631697
17	0.4496403608
18	0.4494859967
19	0.4493473171
20	0.4492118844
21	0.4491266019
22	0.4490341443
23	0.4489461272
24	0.448876484
25	0.4487683145
26	0.4486929268
27	0.4486331496
28	0.4485621391
29	0.4485076328
30	0.4484606209
31	0.4484094413
32	0.4483589878
33	0.4483009459
34	0.4482598557
35	0.4482289136
36	0.4481824694
37	0.4481390784
38	0.4481054778
39	0.4480633995
40	0.4480310691
41	0.4480049641
42	0.4479635798
43	0.4479219636
44	0.4478945647
45	0.4478689694
46	0.4478428351
47	0.4478123514
48	0.4477817606
49	0.4477538514
50	0.4476967238
51	0.4476681788
52	0.4476479516
53	0.447612645
54	0.4475733785
55	0.4475286028
56	0.4474900146
57	0.4474615331
58	0.4474285161
59	0.4474041907
60	0.4473839654
61	0.4473569323
62	0.4473320677
63	0.4473033586
64	0.4472830511
65	0.447253678
66	0.4472315681
67	0.4472071585
68	0.4471808394
69	0.4471595682
70	0.447135117
71	0.4470900477
72	0.4470729944
73	0.4470412826
74	0.4470143554
75	0.4469920501
76	0.4469682461
77	0.4469432683
78	0.4468900394
79	0.4468773965
80	0.4468508682
81	0.4468257347
82	0.4468044231
83	0.4467792153
84	0.4467532745
85	0.4467290262
86	0.4466945433
87	0.446674304
88	0.4466499299
89	0.4466067845
90	0.4465785131
91	0.4465567121
92	0.4465362184
93	0.4465117901
94	0.446489769
95	0.4464650754
96	0.4464323308
97	0.4464101327
98	0.4463937553
99	0.4463722138
100	0.4463450879
101	0.4463227781
102	0.4463112366
103	0.4462917031
104	0.4462548808
105	0.4462332909
106	0.4461921712
107	0.446162911
108	0.446130083
109	0.4460795328
110	0.4460601064
111	0.446032212
112	0.446008096
113	0.4459503155
114	0.4459323671
115	0.4459127199
116	0.4458904005
117	0.445873275
118	0.4458477845
119	0.4458302788
120	0.4457968095
121	0.4457799379
122	0.445748309
123	0.4457305294
124	0.4457104907
125	0.445692758
126	0.4456695572
127	0.4456504639
128	0.4456300301
129	0.445591544
130	0.4455713191
131	0.4455455737
132	0.4455208139
133	0.4454993654
