iter	Logloss
0	0.6369081271
1	0.5915509536
2	0.5448721501
3	0.5060766287
4	0.471056642
5	0.4370543922
6	0.4083617709
7	0.3823378922
8	0.3604321804
9	0.3420969856
10	0.3239518751
11	0.3089848992
12	0.2953998595
13	0.2823775532
14	0.2708705726
15	0.2614264298
16	0.2529145621
17	0.2451349096
18	0.2378077069
19	0.2311454048
20	0.2249342459
21	0.2195059944
22	0.2143832008
23	0.2102034638
24	0.2063530146
25	0.2027166183
26	0.199241024
27	0.196145473
28	0.1932964739
29	0.1907212545
30	0.1883206373
31	0.1860975012
32	0.1837503737
33	0.1819089505
34	0.180058513
35	0.1784480101
36	0.1769337461
37	0.1753127874
38	0.1736383859
39	0.1722355586
40	0.1709676178
41	0.1698928127
42	0.1687846852
43	0.1677110553
44	0.1663168794
45	0.165026356
46	0.1641898559
47	0.1633867242
48	0.1625328785
49	0.1617737438
50	0.1610927696
51	0.1604174538
52	0.1594633809
53	0.1588953006
54	0.1582835962
55	0.1577320586
56	0.157314364
57	0.1565446623
58	0.1554365743
59	0.1549685801
60	0.1545070434
61	0.1540430588
62	0.1534600807
63	0.1530465649
64	0.1526390563
65	0.1517776742
66	0.1512751921
67	0.1509275716
68	0.1505989633
69	0.1503673227
70	0.1500970878
71	0.1497757733
72	0.1494575808
73	0.1488374553
74	0.1485915804
75	0.1481963306
76	0.1479746738
77	0.1478138373
78	0.1475279363
79	0.1472751993
80	0.1470810901
81	0.1468857534
82	0.1464414302
83	0.1462982189
84	0.1459594644
85	0.1457382572
86	0.1453954836
87	0.1451867905
88	0.1450719835
89	0.1447493953
90	0.1443692247
91	0.144029674
92	0.1439083257
93	0.1437779644
94	0.1435673158
95	0.143404984
96	0.1432778786
97	0.1431533057
98	0.1430321019
99	0.1422052314
100	0.1420677829
101	0.1419998317
102	0.1419011215
103	0.1417310771
104	0.1415797279
105	0.1414614469
106	0.1412378607
107	0.1411007785
108	0.1409663489
109	0.1407019299
110	0.140435851
111	0.1400847435
112	0.1399317328
113	0.1398254667
114	0.1397425079
115	0.1395100352
116	0.1387299455
117	0.1386398018
118	0.1385859533
119	0.1384699085
120	0.138360704
121	0.1379990608
122	0.1379344703
123	0.1378445683
124	0.1377652535
125	0.1376659239
126	0.1376232257
127	0.13753438
128	0.1374902897
